ThoughtTrace::Text,Lucida Sans Unicode,-787.4999999999998,-212.50000000000006,22.97394578559605,header
ThoughtTrace::Text,Lucida Sans Unicode,-788.5416666666664,-147.85938754773724,22.97394578559605,null action
ThoughtTrace::Text,Lucida Sans Unicode,-788.5416666666664,-124.8854417621412,22.97394578559605,base action
ThoughtTrace::Text,Lucida Sans Unicode,-335.4166666666665,-271.70316264321195,22.97394578559605,duplicate
ThoughtTrace::Text,Lucida Sans Unicode,-322.9166666666664,-225.8125501909491,22.97394578559605,move
ThoughtTrace::Text,Lucida Sans Unicode,-419.79166666666646,-223.67193773868644,22.97394578559605,move
ThoughtTrace::Text,Lucida Sans Unicode,-2.083333333333144,-175.64071283416092,22.97394578559605,spawn
ThoughtTrace::Text,Lucida Sans Unicode,-215.62499999999977,-170.37510038189836,22.97394578559605,spawn
ThoughtTrace::Text,Lucida Sans Unicode,-106.24999999999989,-174.48448792963558,22.97394578559605,spawn
ThoughtTrace::Text,Lucida Sans Unicode,421.8750000000002,-179.63554214403953,22.97394578559605,spawn
ThoughtTrace::Text,Lucida Sans Unicode,-1.0416666666664014,-101.45326302511016,22.97394578559605,resize
ThoughtTrace::Text,Lucida Sans Unicode,-103.12499999999977,-102.43765057284742,22.97394578559605,resize
ThoughtTrace::Text,Lucida Sans Unicode,-213.5416666666664,-95.08870478725143,22.97394578559605,resize
ThoughtTrace::Text,Lucida Sans Unicode,-207.29166666666652,-32.53142566832195,22.97394578559605,edit
ThoughtTrace::Text,Lucida Sans Unicode,-98.95833333333303,-30.390813216059215,22.97394578559605,edit
ThoughtTrace::Text,Lucida Sans Unicode,-253.12499999999977,33.20813256953679,22.97394578559605,place text caret
ThoughtTrace::Text,Lucida Sans Unicode,-334.37499999999983,87.43207835513283,22.97394578559605,mark query
ThoughtTrace::Text,Lucida Sans Unicode,228.12500000000023,87.4893574740621,22.97394578559605,unmark query
ThoughtTrace::Text,Lucida Sans Unicode,-640.6249999999998,181.29663659299166,22.97394578559605,select
ThoughtTrace::Text,Lucida Sans Unicode,-668.7499999999998,253.22891571192093,22.97394578559605,new selection
ThoughtTrace::Text,Lucida Sans Unicode,-670.8333333333331,304.327861497517,22.97394578559605,selection add
ThoughtTrace::Text,Lucida Sans Unicode,-683.333333333333,359.5934739497798,22.97394578559605,selection subtract
ThoughtTrace::Text,Lucida Sans Unicode,597.916666666667,-239.30758026462428,22.97394578559605,move
ThoughtTrace::Text,Lucida Sans Unicode,602.0833333333337,-117.37530114569489,22.97394578559605,resize
ThoughtTrace::Text,Lucida Sans Unicode,588.5416666666665,-336.4583333333334,22.97394578559605,group
ThoughtTrace::Text,Lucida Sans Unicode,682.2916666666666,-337.4427208810708,22.97394578559605,selection
ThoughtTrace::Text,Lucida Sans Unicode,235.41666666666663,-335.302108428808,22.97394578559605,query
ThoughtTrace::Text,Lucida Sans Unicode,-324.99999999999966,-331.078162643212,22.97394578559605,entity
ThoughtTrace::Text,Lucida Sans Unicode,-212.5,-332.06255019094925,22.97394578559605,text
ThoughtTrace::Text,Lucida Sans Unicode,-130.20833333333303,-333.0469377386865,22.97394578559605,rectangle
ThoughtTrace::Text,Lucida Sans Unicode,1.0416666666668561,-331.9479919530905,22.97394578559605,circle
ThoughtTrace::Text,Lucida Sans Unicode,-681.2500000000002,-330.84904616749446,22.97394578559605,zero-target actions
ThoughtTrace::Text,Lucida Sans Unicode,84.37500000000023,-335.0157128341611,22.97394578559605,marker
ThoughtTrace::Text,Lucida Sans Unicode,-788.5416666666664,-101.91149597654515,22.97394578559605,one shot action
ThoughtTrace::Text,Lucida Sans Unicode,96.87500000000034,-220.60421685761568,22.97394578559605,move
ThoughtTrace::Text,Lucida Sans Unicode,-426.0416666666667,-331.25,22.97394578559605,camera
ThoughtTrace::Text,Lucida Sans Unicode,401.0416666666665,-338.54166666666663,22.97394578559605,constraint
ThoughtTrace::Text,Lucida Sans Unicode,-619.7916666666666,-382.29166666666663,22.97394578559605, 
ThoughtTrace::Text,Lucida Sans Unicode,-589.5833333333334,-430.20833333333337,58.432970994433525,Actions
